Date,Open,High,Low,Close,Adj Close,Volume
2015-10-08,83.150002,83.989998,81.790001,83.769997,74.489594,4595400
2015-10-09,85.330002,86.570000,85.000000,86.139999,76.597038,5115100
2015-10-12,78.580002,80.750000,78.300003,79.440002,70.639282,26477400
2015-10-13,79.790001,81.250000,79.540001,79.620003,70.799355,10104700
2015-10-14,80.970001,82.000000,79.050003,79.250000,70.470329,9495500
2015-10-15,79.339996,80.080002,78.809998,79.860001,71.012756,6408600
2015-10-16,80.580002,81.529999,79.959999,81.510002,72.479973,5519800
2015-10-19,81.129997,81.300003,79.470001,80.250000,71.359566,5869900
2015-10-20,80.150002,80.339996,77.629997,77.790001,69.172089,7458000
2015-10-21,78.230003,78.379997,75.919998,77.010002,68.478508,8955200
2015-10-22,77.220001,77.839996,75.160004,76.980003,68.451813,10075500
2015-10-23,77.550003,79.080002,77.269997,78.309998,69.634483,5679200
2015-10-26,78.309998,79.860001,77.769997,79.110001,70.345848,4755200
2015-10-27,79.500000,80.949997,79.500000,80.910004,71.946442,4771600
2015-10-28,81.199997,83.099998,80.389999,83.070000,73.867126,5710300
2015-10-29,82.300003,83.570000,81.290001,82.000000,72.915688,5158600
2015-10-30,82.080002,82.550003,81.570000,81.570000,72.533318,4044300
2015-11-02,81.139999,82.180000,80.809998,82.040001,72.951256,3473900
2015-11-03,82.230003,82.540001,81.129997,81.669998,72.622238,4826100
2015-11-04,82.150002,82.150002,80.930000,81.050003,72.070946,3401900
2015-11-05,81.000000,81.400002,79.660004,80.610001,71.679688,3787200
2015-11-06,80.300003,80.589996,78.440002,80.459999,71.546288,6082600
2015-11-09,80.029999,80.290001,78.580002,79.360001,70.568146,4160200
2015-11-10,78.709999,80.320000,78.709999,80.059998,71.641975,3302600
2015-11-11,80.099998,81.279999,79.970001,80.699997,72.214691,3323400
2015-11-12,80.550003,80.760002,79.800003,79.860001,71.463013,3647800
2015-11-13,79.660004,80.269997,79.180000,79.550003,71.185608,3638600
2015-11-16,80.000000,81.260002,79.980003,81.230003,72.688965,3318900
2015-11-17,80.930000,82.430000,80.629997,81.300003,72.751587,3012100
2015-11-18,81.489998,83.760002,81.389999,83.650002,74.854500,3916600
2015-11-19,83.199997,83.879997,82.730003,83.720001,74.917137,3156100
2015-11-20,84.300003,85.500000,84.110001,84.470001,75.588280,4251500
2015-11-23,84.500000,84.919998,84.120003,84.739998,75.829895,4033100
2015-11-24,83.559998,84.320000,83.050003,83.879997,75.060310,3431100
2015-11-25,83.879997,84.419998,83.550003,83.739998,74.935051,2529400
2015-11-27,83.769997,84.250000,83.599998,83.650002,74.854500,1253800
2015-11-30,83.760002,84.029999,82.040001,82.040001,73.413780,6563300
2015-12-01,84.209999,86.529999,83.339996,86.500000,77.404823,7368900
2015-12-02,86.260002,86.730003,84.419998,84.559998,75.668816,4444800
2015-12-03,84.650002,84.839996,82.559998,83.059998,74.326553,3669800
2015-12-04,83.470001,87.279999,83.430000,86.620003,77.512222,6987600
2015-12-07,87.449997,88.160004,85.889999,86.379997,77.297447,4379000
2015-12-08,85.620003,87.669998,85.570000,86.410004,77.324303,4761000
2015-12-09,86.019997,86.320000,83.570000,83.860001,75.042419,5479500
2015-12-10,84.230003,85.510002,83.360001,84.910004,75.982018,3667200
2015-12-11,83.800003,84.379997,83.120003,83.290001,74.532356,3738200
2015-12-14,83.360001,84.709999,82.970001,84.680000,75.776199,5208700
2015-12-15,85.180000,85.980003,85.019997,85.519997,76.527870,3975500
2015-12-16,86.000000,86.580002,84.050003,86.290001,77.216934,2983600
2015-12-17,86.750000,87.209999,86.199997,86.220001,77.154274,3928200
2015-12-18,85.570000,85.980003,84.769997,84.769997,75.856735,5821300
2015-12-21,85.720001,86.449997,85.150002,86.040001,76.993210,3742400
2015-12-22,86.269997,86.470001,85.269997,85.910004,76.876869,2446100
2015-12-23,86.360001,86.870003,86.129997,86.199997,77.136375,2804200
2015-12-24,85.980003,86.150002,85.470001,85.849998,76.823174,1486900
2015-12-28,85.580002,85.699997,84.889999,85.489998,76.501022,2031100
2015-12-29,85.839996,86.870003,85.599998,86.250000,77.181122,2097700
2015-12-30,86.449997,87.099998,86.139999,86.199997,77.136375,1969400
2015-12-31,85.720001,85.750000,84.080002,84.260002,75.400383,3178500
2016-01-04,83.400002,83.599998,81.790001,82.870003,74.156517,6907300
2016-01-05,82.900002,85.400002,82.870003,84.110001,75.266144,7475300
2016-01-06,82.690002,84.879997,82.500000,83.580002,74.791862,6628400
2016-01-07,81.629997,82.809998,80.830002,81.410004,72.850021,5833200
2016-01-08,81.669998,82.489998,81.040001,81.250000,72.706863,5880200
2016-01-11,81.300003,81.919998,78.830002,80.269997,71.829903,4889300
2016-01-12,80.610001,81.000000,79.519997,80.400002,71.946243,4329300
2016-01-13,80.739998,80.820000,79.089996,79.300003,70.961899,4628400
2016-01-14,79.279999,82.730003,78.620003,82.540001,73.861214,8253700
2016-01-15,80.690002,81.580002,80.080002,81.239998,72.697906,6674300
2016-01-19,82.309998,84.800003,81.959999,83.230003,74.478676,9162300
2016-01-20,81.849998,83.470001,80.410004,82.620003,73.932800,8354400
2016-01-21,82.559998,82.620003,80.589996,81.400002,72.841072,4930800
2016-01-22,82.400002,83.160004,81.910004,82.480003,73.807526,3456300
2016-01-25,82.500000,83.199997,81.620003,81.709999,73.118492,2632800
2016-01-26,81.750000,82.169998,80.910004,81.959999,73.342194,4583400
2016-01-27,81.610001,83.250000,80.959999,81.760002,73.163231,4341900
2016-01-28,81.870003,82.489998,76.540001,76.809998,68.733711,10128700
2016-01-29,77.360001,79.419998,77.230003,79.099998,70.782913,7042500
2016-02-01,78.209999,79.160004,77.279999,78.400002,70.156525,4056000
2016-02-02,77.660004,78.300003,76.089996,76.300003,68.277328,4804200
2016-02-03,76.459999,77.550003,74.180000,76.089996,68.089409,6966400
2016-02-04,75.949997,76.529999,73.440002,74.279999,66.469719,6339500
2016-02-05,74.160004,75.820000,73.550003,74.320000,66.505524,6312800
2016-02-08,73.550003,74.580002,72.830002,74.190002,66.389183,4348800
2016-02-09,73.430000,74.959999,72.720001,73.739998,65.986488,5160000
2016-02-10,73.730003,74.870003,72.980003,73.070000,65.842323,4748700
2016-02-11,72.199997,72.629997,70.830002,71.419998,64.355530,5425400
2016-02-12,71.570000,71.730003,70.430000,71.269997,64.220367,6332600
2016-02-16,71.949997,73.419998,71.930000,73.330002,66.076614,4811300
2016-02-17,74.010002,74.919998,73.089996,74.680000,67.293076,4000300
2016-02-18,73.419998,74.550003,73.160004,73.470001,66.202751,5620000
2016-02-19,72.690002,73.070000,72.199997,72.610001,65.427841,6650800
2016-02-22,72.910004,73.639999,72.099998,73.010002,65.788254,5672600
2016-02-23,73.099998,74.500000,73.059998,73.470001,66.202751,4411200
2016-02-24,73.330002,74.279999,72.639999,74.099998,66.770439,3636100
2016-02-25,74.269997,74.889999,73.769997,74.820000,67.419220,4306800
2016-02-26,75.419998,75.790001,73.410004,73.599998,66.319901,4807700
2016-02-29,73.370003,73.370003,71.980003,72.000000,64.878159,5730200
2016-03-01,72.629997,72.809998,71.860001,72.739998,65.544960,4541700
2016-03-02,72.730003,74.050003,72.440002,74.019997,66.698349,6738800
2016-03-03,73.800003,73.889999,72.580002,73.250000,66.004532,4526500
2016-03-04,73.370003,74.059998,72.900002,73.599998,66.319901,3481600
2016-03-07,73.169998,73.959999,72.800003,73.400002,66.139694,3443100
2016-03-08,72.940002,74.550003,72.889999,73.000000,65.779243,3278900
2016-03-09,73.510002,73.940002,73.000000,73.540001,66.265831,2372000
2016-03-10,74.000000,74.209999,72.430000,73.019997,65.797264,4419200
2016-03-11,73.470001,74.949997,73.190002,74.650002,67.266052,3527200
2016-03-14,74.260002,74.599998,73.790001,73.910004,66.599243,3201800
2016-03-15,71.650002,72.000000,69.599998,71.239998,64.193329,13748200
2016-03-16,71.290001,72.900002,71.169998,72.480003,65.310692,5287400
2016-03-17,72.230003,72.349998,67.879997,69.059998,62.228970,15421600
2016-03-18,69.199997,71.050003,69.059998,70.949997,63.932026,10131700
2016-03-21,70.800003,71.050003,69.839996,70.250000,63.301273,5900100
2016-03-22,70.209999,72.239998,70.160004,71.919998,64.806076,7655400
2016-03-23,72.169998,72.230003,70.910004,71.169998,64.130257,3884400
2016-03-24,70.650002,71.440002,70.199997,71.120003,64.085220,2892900
2016-03-28,71.349998,71.470001,70.379997,70.620003,63.634663,2661900
2016-03-29,70.739998,71.940002,70.660004,71.699997,64.607826,3814800
2016-03-30,71.980003,72.330002,71.070000,71.779999,64.679932,3081000
2016-03-31,71.769997,72.330002,71.099998,72.010002,64.887192,3680000
2016-04-01,71.599998,73.699997,71.529999,73.419998,66.157722,4083600
2016-04-04,73.559998,73.790001,72.889999,73.180000,65.941452,2796300
2016-04-05,72.779999,73.650002,72.480003,73.040001,65.815292,3591800
2016-04-06,72.800003,75.059998,72.800003,74.760002,67.365181,5669100
2016-04-07,74.510002,75.160004,73.849998,74.589996,67.211960,3724100
2016-04-08,75.279999,75.279999,73.860001,74.389999,67.031746,3224900
2016-04-11,74.480003,74.739998,73.800003,73.949997,66.635277,3351100
2016-04-12,73.779999,75.290001,73.529999,74.570000,67.193977,2849800
2016-04-13,74.730003,75.239998,74.080002,75.160004,67.725601,2341600
2016-04-14,75.300003,75.830002,74.800003,75.629997,68.149094,3022100
2016-04-15,75.620003,76.250000,75.089996,75.529999,68.058998,3007500
2016-04-18,75.580002,77.260002,75.190002,77.220001,69.581848,4088400
2016-04-19,77.580002,78.500000,76.639999,77.250000,69.608864,3819600
2016-04-20,77.279999,77.769997,76.580002,77.080002,69.455681,4049400
2016-04-21,77.169998,78.099998,76.910004,77.370003,69.716988,3286600
2016-04-22,77.099998,77.940002,76.930000,77.830002,70.131493,2697200
2016-04-25,77.459999,78.000000,77.150002,77.940002,70.230629,3767100
2016-04-26,76.620003,78.300003,76.089996,76.269997,68.725807,5347300
2016-04-27,76.519997,77.160004,75.820000,76.510002,68.942062,3690900
2016-04-28,76.120003,76.660004,75.669998,76.459999,68.897011,4383000
2016-04-29,76.510002,76.510002,75.099998,75.529999,68.058998,3386600
2016-05-02,75.949997,77.080002,75.809998,76.750000,69.158325,3571900
2016-05-03,76.339996,76.650002,75.589996,76.250000,68.707787,3270700
2016-05-04,75.169998,75.620003,74.629997,74.870003,67.464279,4176800
2016-05-05,74.720001,75.389999,74.550003,75.269997,67.824699,3446400
2016-05-06,74.720001,74.949997,73.339996,74.599998,67.220963,4196900
2016-05-09,74.779999,75.900002,74.760002,75.589996,68.113068,2963200
2016-05-10,76.290001,77.129997,76.050003,76.879997,69.275459,4366000
2016-05-11,75.970001,77.059998,75.839996,76.309998,69.221039,3716300
2016-05-12,76.720001,76.940002,75.360001,75.959999,68.903549,4081900
2016-05-13,75.820000,77.050003,75.570000,76.330002,69.239174,3629700
2016-05-16,75.980003,78.470001,75.839996,78.290001,71.017097,4580100
2016-05-17,78.209999,78.709999,75.519997,76.389999,69.293602,7153300
2016-05-18,76.400002,76.849998,75.610001,76.330002,69.239174,4664900
2016-05-19,75.120003,75.230003,73.739998,74.309998,67.406830,4848800
2016-05-20,74.790001,75.540001,74.680000,74.809998,67.860374,4689200
2016-05-23,75.000000,75.139999,73.919998,74.080002,67.198196,4440500
2016-05-24,74.550003,75.199997,74.360001,74.989998,68.023666,3711800
2016-05-25,75.489998,75.500000,74.449997,74.540001,67.615479,4621700
2016-05-26,74.599998,75.599998,74.269997,75.519997,68.504410,2654600
2016-05-27,75.519997,75.720001,74.669998,74.989998,68.023666,3247500
2016-05-31,75.010002,75.629997,74.709999,75.029999,68.059937,4438800
2016-06-01,74.900002,75.440002,74.680000,74.940002,67.978302,2450200
2016-06-02,75.220001,75.680000,74.900002,75.459999,68.450005,3231000
2016-06-03,75.500000,75.599998,74.250000,75.120003,68.141594,5319000
2016-06-06,75.110001,75.500000,74.199997,74.839996,67.887581,3253800
2016-06-07,74.620003,75.050003,74.510002,74.699997,67.760582,2902900
2016-06-08,74.660004,75.089996,74.400002,74.910004,67.951096,3194900
2016-06-09,74.769997,75.540001,74.239998,74.430000,67.515678,2760500
2016-06-10,74.089996,74.190002,73.169998,73.949997,67.080269,4124200
2016-06-13,74.080002,74.970001,73.669998,73.860001,66.998642,3767000
2016-06-14,73.540001,74.370003,73.059998,74.320000,67.415916,3691900
2016-06-15,74.730003,74.889999,73.610001,73.709999,66.862579,3408900
2016-06-16,73.470001,74.470001,72.949997,74.250000,67.352409,4788700
2016-06-17,74.650002,75.080002,73.470001,73.860001,66.998642,6604900
2016-06-20,74.449997,74.699997,73.220001,73.279999,66.472519,3640100
2016-06-21,73.699997,73.800003,72.529999,72.570000,65.828476,5999200
2016-06-22,72.500000,73.910004,72.500000,73.070000,66.282021,4410800
2016-06-23,73.589996,73.940002,73.199997,73.940002,67.071190,2989700
2016-06-24,72.449997,75.120003,71.870003,74.330002,67.424980,10471300
2016-06-27,74.059998,75.070000,73.199997,74.889999,67.932945,7657800
2016-06-28,75.129997,76.250000,73.750000,75.150002,68.168808,8012300
2016-06-29,75.879997,78.239998,75.870003,78.150002,70.890114,7123700
2016-06-30,78.199997,78.809998,77.459999,78.750000,71.434357,4017200
2016-07-01,78.889999,79.330002,78.370003,78.949997,71.615776,2909600
2016-07-05,78.809998,79.900002,78.750000,79.639999,72.241699,3286600
2016-07-06,79.320000,80.400002,79.099998,80.019997,72.586395,4669800
2016-07-07,79.830002,80.050003,78.650002,79.320000,71.951416,3587300
2016-07-08,79.320000,79.900002,78.930000,79.660004,72.259827,3134900
2016-07-11,79.540001,79.769997,78.949997,79.139999,71.788147,3461400
2016-07-12,79.629997,79.839996,78.970001,79.669998,72.268898,4430000
2016-07-13,79.910004,80.029999,79.330002,79.360001,71.987701,2917200
2016-07-14,79.500000,80.690002,79.400002,80.589996,73.103424,3823800
2016-07-15,80.980003,81.000000,79.940002,80.220001,72.767815,4529100
2016-07-18,80.370003,80.589996,79.860001,79.949997,72.522888,3087600
2016-07-19,79.849998,80.250000,79.580002,79.970001,72.541039,3303700
2016-07-20,80.269997,80.519997,79.989998,80.279999,72.822243,2811100
2016-07-21,80.199997,80.599998,80.019997,80.400002,72.931084,2685900
2016-07-22,80.400002,81.709999,80.279999,81.589996,74.010536,4315900
2016-07-25,81.589996,82.000000,81.000000,81.980003,74.364311,4180100
2016-07-26,82.750000,83.349998,81.629997,82.089996,74.464096,5134900
2016-07-27,82.250000,83.589996,82.150002,83.400002,75.652405,4057200
2016-07-28,83.250000,83.389999,81.949997,82.930000,75.226044,4862000
2016-07-29,83.070000,83.449997,82.639999,82.889999,75.189781,3016200
2016-08-01,83.019997,83.790001,82.940002,83.180000,75.452835,3131100
2016-08-02,83.139999,83.699997,82.570000,83.320000,75.579826,3340100
2016-08-03,83.419998,83.419998,82.360001,82.720001,75.035568,2940900
2016-08-04,83.019997,83.019997,82.370003,82.419998,74.763428,2093800
2016-08-05,82.419998,82.519997,81.040001,81.559998,73.983330,5886900
2016-08-08,81.440002,81.849998,80.459999,81.599998,74.019615,4227300
2016-08-09,81.750000,82.139999,80.699997,81.500000,73.928902,2242800
2016-08-10,80.120003,81.160004,79.669998,80.550003,73.067154,4956700
2016-08-11,79.980003,80.669998,79.980003,80.559998,73.541840,2408000
2016-08-12,80.190002,80.720001,79.900002,80.220001,73.231476,2525000
2016-08-15,80.330002,80.620003,80.070000,80.260002,73.267982,2780400
2016-08-16,80.250000,80.400002,79.839996,79.839996,72.884567,2158700
2016-08-17,80.160004,80.349998,79.580002,80.110001,73.131065,2519500
2016-08-18,80.099998,80.379997,79.489998,79.779999,72.829811,3037200
2016-08-19,79.550003,79.790001,78.779999,79.059998,72.172516,3745500
2016-08-22,79.320000,79.900002,79.019997,79.290001,72.382484,3157000
2016-08-23,79.680000,79.970001,79.440002,79.570000,72.638107,3406900
2016-08-24,79.699997,79.989998,78.180000,78.440002,71.606537,3423000
2016-08-25,78.440002,79.169998,77.800003,78.010002,71.214005,2800500
2016-08-26,78.050003,78.820000,77.839996,78.239998,71.423958,2602300
2016-08-29,78.330002,78.739998,78.050003,78.599998,71.752594,2203300
2016-08-30,78.599998,78.599998,77.629997,77.769997,70.994904,2025700
2016-08-31,77.889999,78.089996,77.529999,77.750000,70.976654,2182600
2016-09-01,77.750000,78.000000,76.800003,77.230003,70.501938,3544700
2016-09-02,77.519997,77.629997,76.449997,76.849998,70.155052,3943400
2016-09-06,77.120003,78.699997,77.120003,78.510002,71.670448,5528600
2016-09-07,78.489998,78.889999,78.260002,78.589996,71.743462,2971400
2016-09-08,80.029999,80.169998,79.410004,79.889999,72.930222,4405400
2016-09-09,79.620003,79.620003,78.199997,78.239998,71.423958,4152500
2016-09-12,77.989998,79.290001,77.809998,79.080002,72.190796,3288900
2016-09-13,78.870003,78.870003,77.989998,78.480003,71.643074,3149000
2016-09-14,78.669998,79.239998,78.019997,78.290001,71.469612,2660900
2016-09-15,78.120003,79.059998,77.769997,78.820000,71.953430,2652300
2016-09-16,78.699997,78.910004,78.169998,78.800003,71.935173,4255100
2016-09-19,78.790001,79.370003,78.489998,79.160004,72.263824,3321500
2016-09-20,79.629997,80.349998,79.290001,79.879997,72.921097,3629400
2016-09-21,79.800003,81.000000,79.680000,80.870003,73.824852,3147600
2016-09-22,81.050003,81.459999,80.730003,81.290001,74.208252,2639800
2016-09-23,80.970001,81.459999,80.769997,81.160004,74.089577,2197700
2016-09-26,81.000000,81.150002,79.500000,79.519997,72.592438,4332800
2016-09-27,80.620003,80.930000,79.610001,80.879997,73.833977,6888900
2016-09-28,80.839996,81.169998,80.019997,80.709999,73.678787,2467800
2016-09-29,80.349998,80.470001,79.230003,79.739998,72.793304,3269200
2016-09-30,80.099998,80.650002,80.029999,80.260002,73.267982,3623000
2016-10-03,80.000000,81.070000,79.690002,81.000000,73.943520,3983500
2016-10-04,81.059998,81.410004,80.680000,81.110001,74.043938,3184100
2016-10-05,81.349998,82.089996,81.230003,81.750000,74.628204,3560400
2016-10-06,81.250000,81.779999,80.730003,81.470001,74.372574,2994200
2016-10-07,81.570000,82.309998,81.300003,82.089996,74.938553,4241400
2016-10-10,82.129997,83.239998,82.099998,83.059998,75.824059,4608400
2016-10-11,82.599998,82.849998,81.250000,81.809998,74.682968,4218200
2016-10-12,81.809998,82.220001,80.459999,80.510002,73.496201,3629800
2016-10-13,79.930000,80.489998,79.599998,80.000000,73.030632,3565000
2016-10-14,80.169998,80.320000,79.209999,79.269997,72.364235,3143900
2016-10-17,79.529999,79.529999,78.010002,78.529999,71.688690,3884700
2016-10-18,79.089996,79.150002,78.500000,78.769997,71.907784,3218300
2016-10-19,78.959999,79.330002,78.529999,78.559998,71.716095,2988500
2016-10-20,78.730003,79.110001,78.389999,78.739998,71.880394,2661900
2016-10-21,78.540001,78.779999,78.080002,78.250000,71.433098,3215000
2016-10-24,78.489998,78.690002,77.440002,77.570000,70.812332,4363200
2016-10-25,76.879997,78.279999,75.500000,77.750000,70.976654,8496000
2016-10-26,77.419998,77.650002,76.370003,76.760002,70.072899,2988700
2016-10-27,77.360001,77.419998,76.129997,76.160004,69.525154,3789900
2016-10-28,75.620003,75.680000,73.860001,74.529999,68.037178,5651500
2016-10-31,74.629997,74.739998,73.800003,73.839996,67.407272,3562100
2016-11-01,73.809998,73.980003,71.849998,72.980003,66.622200,8190500
2016-11-02,73.150002,73.489998,72.639999,72.650002,66.320938,4433900
2016-11-03,72.809998,73.279999,71.879997,72.110001,65.827995,4843200
2016-11-04,72.120003,73.029999,71.669998,72.489998,66.174873,3617200
2016-11-07,73.220001,73.930000,73.050003,73.879997,67.443787,4969400
2016-11-08,73.570000,74.470001,73.360001,74.019997,67.571594,2690800
2016-11-09,77.150002,79.300003,76.580002,78.389999,71.560890,7332700
